Date,Group,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions
01/01/2020-04/30/2022,By Total,South Carolina,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,1614.0,1715.0
01/01/2020-04/30/2022,By Total,South Carolina,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,1761.0,1761.0
01/01/2020-04/30/2022,By Total,South Carolina,Respiratory diseases,Respiratory failure,J96,All Ages,7051.0,7399.0
01/01/2020-04/30/2022,By Total,South Carolina,Respiratory diseases,Respiratory arrest,R09.2,All Ages,301.0,301.0
01/01/2020-04/30/2022,By Total,South Carolina,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,960.0,1022.0
01/01/2020-04/30/2022,By Total,South Carolina,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,3862.0,3922.0
01/01/2020-04/30/2022,By Total,South Carolina,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,1599.0,1696.0
01/01/2020-04/30/2022,By Total,South Carolina,Circulatory diseases,Cardiac arrest,I46,All Ages,1334.0,1335.0
01/01/2020-04/30/2022,By Total,South Carolina,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,1654.0,1711.0
01/01/2020-04/30/2022,By Total,South Carolina,Circulatory diseases,Heart failure,I50,All Ages,1401.0,1404.0
01/01/2020-04/30/2022,By Total,South Carolina,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,960.0,989.0
01/01/2020-04/30/2022,By Total,South Carolina,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,1394.0,1556.0
01/01/2020-04/30/2022,By Total,South Carolina,Sepsis,Sepsis,A40-A41,All Ages,1974.0,1974.0
01/01/2020-04/30/2022,By Total,South Carolina,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,778.0,929.0
01/01/2020-04/30/2022,By Total,South Carolina,Diabetes,Diabetes,E10-E14,All Ages,2953.0,2990.0
01/01/2020-04/30/2022,By Total,South Carolina,Obesity,Obesity,E65-E68,All Ages,1355.0,1361.0
01/01/2020-04/30/2022,By Total,South Carolina,Alzheimer disease,Alzheimer disease,G30,All Ages,453.0,456.0
01/01/2020-04/30/2022,By Total,South Carolina,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,1463.0,1469.0
01/01/2020-04/30/2022,By Total,South Carolina,Renal failure,Renal failure,N17-N19,All Ages,2457.0,2670.0
01/01/2020-04/30/2022,By Total,South Carolina,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,508.0,950.0
01/01/2020-04/30/2022,By Total,South Carolina,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,8246.0,15110.0
01/01/2020-04/30/2022,By Total,South Carolina,COVID-19,COVID-19,U071,All Ages,17814.0,17814.0
01/01/2020-04/30/2022,By Total,South Dakota,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,1293.0,1383.0
01/01/2020-04/30/2022,By Total,South Dakota,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,438.0,464.0
01/01/2020-04/30/2022,By Total,South Dakota,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,379.0,379.0
01/01/2020-04/30/2022,By Total,South Dakota,Respiratory diseases,Respiratory failure,J96,All Ages,1226.0,1273.0
01/01/2020-04/30/2022,By Total,South Dakota,Respiratory diseases,Respiratory arrest,R09.2,All Ages,75.0,75.0
01/01/2020-04/30/2022,By Total,South Dakota,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,228.0,258.0
01/01/2020-04/30/2022,By Total,South Dakota,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,674.0,686.0
01/01/2020-04/30/2022,By Total,South Dakota,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,433.0,468.0
01/01/2020-04/30/2022,By Total,South Dakota,Circulatory diseases,Cardiac arrest,I46,All Ages,228.0,228.0
01/01/2020-04/30/2022,By Total,South Dakota,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,350.0,359.0
01/01/2020-04/30/2022,By Total,South Dakota,Circulatory diseases,Heart failure,I50,All Ages,391.0,391.0
01/01/2020-04/30/2022,By Total,South Dakota,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,187.0,195.0
01/01/2020-04/30/2022,By Total,South Dakota,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,357.0,400.0
01/01/2020-04/30/2022,By Total,South Dakota,Sepsis,Sepsis,A40-A41,All Ages,282.0,282.0
01/01/2020-04/30/2022,By Total,South Dakota,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,234.0,272.0
01/01/2020-04/30/2022,By Total,South Dakota,Diabetes,Diabetes,E10-E14,All Ages,639.0,643.0
01/01/2020-04/30/2022,By Total,South Dakota,Obesity,Obesity,E65-E68,All Ages,179.0,180.0
01/01/2020-04/30/2022,By Total,South Dakota,Alzheimer disease,Alzheimer disease,G30,All Ages,214.0,214.0
01/01/2020-04/30/2022,By Total,South Dakota,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,271.0,272.0
01/01/2020-04/30/2022,By Total,South Dakota,Renal failure,Renal failure,N17-N19,All Ages,438.0,467.0
01/01/2020-04/30/2022,By Total,South Dakota,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,71.0,151.0
01/01/2020-04/30/2022,By Total,South Dakota,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,1790.0,3205.0
01/01/2020-04/30/2022,By Total,South Dakota,COVID-19,COVID-19,U071,All Ages,3057.0,3057.0
01/01/2020-04/30/2022,By Total,Tennessee,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,13195.0,13580.0
01/01/2020-04/30/2022,By Total,Tennessee,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,2363.0,2488.0
01/01/2020-04/30/2022,By Total,Tennessee,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,2090.0,2090.0
01/01/2020-04/30/2022,By Total,Tennessee,Respiratory diseases,Respiratory failure,J96,All Ages,10956.0,11346.0
01/01/2020-04/30/2022,By Total,Tennessee,Respiratory diseases,Respiratory arrest,R09.2,All Ages,352.0,352.0
01/01/2020-04/30/2022,By Total,Tennessee,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,1353.0,1454.0
01/01/2020-04/30/2022,By Total,Tennessee,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,3786.0,3871.0
01/01/2020-04/30/2022,By Total,Tennessee,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,2648.0,2928.0
01/01/2020-04/30/2022,By Total,Tennessee,Circulatory diseases,Cardiac arrest,I46,All Ages,2123.0,2124.0
01/01/2020-04/30/2022,By Total,Tennessee,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,1914.0,1947.0
01/01/2020-04/30/2022,By Total,Tennessee,Circulatory diseases,Heart failure,I50,All Ages,1766.0,1767.0
01/01/2020-04/30/2022,By Total,Tennessee,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,1308.0,1352.0
01/01/2020-04/30/2022,By Total,Tennessee,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,1941.0,2164.0
01/01/2020-04/30/2022,By Total,Tennessee,Sepsis,Sepsis,A40-A41,All Ages,2826.0,2827.0
01/01/2020-04/30/2022,By Total,Tennessee,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,1224.0,1442.0
01/01/2020-04/30/2022,By Total,Tennessee,Diabetes,Diabetes,E10-E14,All Ages,3241.0,3269.0
01/01/2020-04/30/2022,By Total,Tennessee,Obesity,Obesity,E65-E68,All Ages,1159.0,1165.0
01/01/2020-04/30/2022,By Total,Tennessee,Alzheimer disease,Alzheimer disease,G30,All Ages,582.0,582.0
01/01/2020-04/30/2022,By Total,Tennessee,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,1612.0,1617.0
01/01/2020-04/30/2022,By Total,Tennessee,Renal failure,Renal failure,N17-N19,All Ages,2793.0,2964.0
01/01/2020-04/30/2022,By Total,Tennessee,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,581.0,1053.0
01/01/2020-04/30/2022,By Total,Tennessee,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,11045.0,17318.0
01/01/2020-04/30/2022,By Total,Tennessee,COVID-19,COVID-19,U071,All Ages,26088.0,26088.0
01/01/2020-04/30/2022,By Total,Texas,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,51798.0,53443.0
01/01/2020-04/30/2022,By Total,Texas,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,6859.0,7197.0
01/01/2020-04/30/2022,By Total,Texas,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,8893.0,8893.0
01/01/2020-04/30/2022,By Total,Texas,Respiratory diseases,Respiratory failure,J96,All Ages,34928.0,36003.0
01/01/2020-04/30/2022,By Total,Texas,Respiratory diseases,Respiratory arrest,R09.2,All Ages,944.0,944.0
01/01/2020-04/30/2022,By Total,Texas,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,5479.0,5886.0
01/01/2020-04/30/2022,By Total,Texas,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,19209.0,19415.0
01/01/2020-04/30/2022,By Total,Texas,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,9919.0,10636.0
01/01/2020-04/30/2022,By Total,Texas,Circulatory diseases,Cardiac arrest,I46,All Ages,6933.0,6938.0
01/01/2020-04/30/2022,By Total,Texas,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,7584.0,7787.0
01/01/2020-04/30/2022,By Total,Texas,Circulatory diseases,Heart failure,I50,All Ages,6793.0,6805.0
01/01/2020-04/30/2022,By Total,Texas,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,4299.0,4450.0
01/01/2020-04/30/2022,By Total,Texas,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,6673.0,7270.0
01/01/2020-04/30/2022,By Total,Texas,Sepsis,Sepsis,A40-A41,All Ages,12125.0,12129.0
01/01/2020-04/30/2022,By Total,Texas,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,4058.0,4784.0
01/01/2020-04/30/2022,By Total,Texas,Diabetes,Diabetes,E10-E14,All Ages,17405.0,17561.0
01/01/2020-04/30/2022,By Total,Texas,Obesity,Obesity,E65-E68,All Ages,6397.0,6426.0
01/01/2020-04/30/2022,By Total,Texas,Alzheimer disease,Alzheimer disease,G30,All Ages,2404.0,2407.0
01/01/2020-04/30/2022,By Total,Texas,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,4914.0,4919.0
01/01/2020-04/30/2022,By Total,Texas,Renal failure,Renal failure,N17-N19,All Ages,14026.0,14705.0
01/01/2020-04/30/2022,By Total,Texas,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,2192.0,3942.0
01/01/2020-04/30/2022,By Total,Texas,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,39641.0,64264.0
01/01/2020-04/30/2022,By Total,Texas,COVID-19,COVID-19,U071,All Ages,94625.0,94625.0
01/01/2020-04/30/2022,By Total,Utah,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,2388.0,2513.0
01/01/2020-04/30/2022,By Total,Utah,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,357.0,381.0
01/01/2020-04/30/2022,By Total,Utah,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,1051.0,1051.0
01/01/2020-04/30/2022,By Total,Utah,Respiratory diseases,Respiratory failure,J96,All Ages,1849.0,1952.0
01/01/2020-04/30/2022,By Total,Utah,Respiratory diseases,Respiratory arrest,R09.2,All Ages,119.0,119.0
01/01/2020-04/30/2022,By Total,Utah,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,380.0,417.0
01/01/2020-04/30/2022,By Total,Utah,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,610.0,620.0
01/01/2020-04/30/2022,By Total,Utah,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,449.0,491.0
01/01/2020-04/30/2022,By Total,Utah,Circulatory diseases,Cardiac arrest,I46,All Ages,327.0,327.0
01/01/2020-04/30/2022,By Total,Utah,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,348.0,354.0
01/01/2020-04/30/2022,By Total,Utah,Circulatory diseases,Heart failure,I50,All Ages,437.0,438.0
01/01/2020-04/30/2022,By Total,Utah,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,255.0,265.0
01/01/2020-04/30/2022,By Total,Utah,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,488.0,525.0
01/01/2020-04/30/2022,By Total,Utah,Sepsis,Sepsis,A40-A41,All Ages,635.0,636.0
01/01/2020-04/30/2022,By Total,Utah,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,262.0,293.0
01/01/2020-04/30/2022,By Total,Utah,Diabetes,Diabetes,E10-E14,All Ages,734.0,737.0
01/01/2020-04/30/2022,By Total,Utah,Obesity,Obesity,E65-E68,All Ages,478.0,478.0
01/01/2020-04/30/2022,By Total,Utah,Alzheimer disease,Alzheimer disease,G30,All Ages,176.0,176.0
01/01/2020-04/30/2022,By Total,Utah,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,326.0,326.0
01/01/2020-04/30/2022,By Total,Utah,Renal failure,Renal failure,N17-N19,All Ages,658.0,707.0
01/01/2020-04/30/2022,By Total,Utah,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,199.0,410.0
01/01/2020-04/30/2022,By Total,Utah,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,2404.0,3833.0
01/01/2020-04/30/2022,By Total,Utah,COVID-19,COVID-19,U071,All Ages,5100.0,5100.0
01/01/2020-04/30/2022,By Total,Vermont,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,194.0,201.0
01/01/2020-04/30/2022,By Total,Vermont,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,109.0,116.0
01/01/2020-04/30/2022,By Total,Vermont,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,34.0,34.0
01/01/2020-04/30/2022,By Total,Vermont,Respiratory diseases,Respiratory failure,J96,All Ages,192.0,200.0
01/01/2020-04/30/2022,By Total,Vermont,Respiratory diseases,Respiratory arrest,R09.2,All Ages,21.0,21.0
01/01/2020-04/30/2022,By Total,Vermont,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,59.0,67.0
01/01/2020-04/30/2022,By Total,Vermont,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,136.0,141.0
01/01/2020-04/30/2022,By Total,Vermont,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,112.0,118.0
01/01/2020-04/30/2022,By Total,Vermont,Circulatory diseases,Cardiac arrest,I46,All Ages,39.0,39.0
01/01/2020-04/30/2022,By Total,Vermont,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,68.0,70.0
01/01/2020-04/30/2022,By Total,Vermont,Circulatory diseases,Heart failure,I50,All Ages,82.0,82.0
01/01/2020-04/30/2022,By Total,Vermont,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,52.0,54.0
01/01/2020-04/30/2022,By Total,Vermont,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,89.0,106.0
01/01/2020-04/30/2022,By Total,Vermont,Sepsis,Sepsis,A40-A41,All Ages,35.0,35.0
01/01/2020-04/30/2022,By Total,Vermont,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,49.0,60.0
01/01/2020-04/30/2022,By Total,Vermont,Diabetes,Diabetes,E10-E14,All Ages,105.0,106.0
01/01/2020-04/30/2022,By Total,Vermont,Obesity,Obesity,E65-E68,All Ages,41.0,42.0
01/01/2020-04/30/2022,By Total,Vermont,Alzheimer disease,Alzheimer disease,G30,All Ages,43.0,43.0
01/01/2020-04/30/2022,By Total,Vermont,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,97.0,98.0
01/01/2020-04/30/2022,By Total,Vermont,Renal failure,Renal failure,N17-N19,All Ages,43.0,45.0
01/01/2020-04/30/2022,By Total,Vermont,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,28.0,60.0
01/01/2020-04/30/2022,By Total,Vermont,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,391.0,711.0
01/01/2020-04/30/2022,By Total,Vermont,COVID-19,COVID-19,U071,All Ages,616.0,616.0
01/01/2020-04/30/2022,By Total,Virginia,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,8165.0,8428.0
01/01/2020-04/30/2022,By Total,Virginia,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,1399.0,1476.0
01/01/2020-04/30/2022,By Total,Virginia,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,1621.0,1621.0
01/01/2020-04/30/2022,By Total,Virginia,Respiratory diseases,Respiratory failure,J96,All Ages,5588.0,5789.0
01/01/2020-04/30/2022,By Total,Virginia,Respiratory diseases,Respiratory arrest,R09.2,All Ages,133.0,133.0
01/01/2020-04/30/2022,By Total,Virginia,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,974.0,1050.0
01/01/2020-04/30/2022,By Total,Virginia,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,2139.0,2173.0
01/01/2020-04/30/2022,By Total,Virginia,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,1645.0,1788.0
01/01/2020-04/30/2022,By Total,Virginia,Circulatory diseases,Cardiac arrest,I46,All Ages,806.0,807.0
01/01/2020-04/30/2022,By Total,Virginia,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,1447.0,1485.0
01/01/2020-04/30/2022,By Total,Virginia,Circulatory diseases,Heart failure,I50,All Ages,1474.0,1476.0
01/01/2020-04/30/2022,By Total,Virginia,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,922.0,956.0
01/01/2020-04/30/2022,By Total,Virginia,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,1300.0,1426.0
01/01/2020-04/30/2022,By Total,Virginia,Sepsis,Sepsis,A40-A41,All Ages,1695.0,1700.0
01/01/2020-04/30/2022,By Total,Virginia,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,869.0,979.0
01/01/2020-04/30/2022,By Total,Virginia,Diabetes,Diabetes,E10-E14,All Ages,2004.0,2024.0
01/01/2020-04/30/2022,By Total,Virginia,Obesity,Obesity,E65-E68,All Ages,500.0,503.0
01/01/2020-04/30/2022,By Total,Virginia,Alzheimer disease,Alzheimer disease,G30,All Ages,417.0,417.0
01/01/2020-04/30/2022,By Total,Virginia,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,1701.0,1706.0
01/01/2020-04/30/2022,By Total,Virginia,Renal failure,Renal failure,N17-N19,All Ages,2245.0,2398.0
01/01/2020-04/30/2022,By Total,Virginia,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,355.0,640.0
01/01/2020-04/30/2022,By Total,Virginia,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,7325.0,11296.0
01/01/2020-04/30/2022,By Total,Virginia,COVID-19,COVID-19,U071,All Ages,19304.0,19304.0
01/01/2020-04/30/2022,By Total,Washington,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,7010.0,7438.0
01/01/2020-04/30/2022,By Total,Washington,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,1269.0,1339.0
01/01/2020-04/30/2022,By Total,Washington,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,1959.0,1959.0
01/01/2020-04/30/2022,By Total,Washington,Respiratory diseases,Respiratory failure,J96,All Ages,5324.0,5541.0
01/01/2020-04/30/2022,By Total,Washington,Respiratory diseases,Respiratory arrest,R09.2,All Ages,272.0,272.0
01/01/2020-04/30/2022,By Total,Washington,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,994.0,1078.0
01/01/2020-04/30/2022,By Total,Washington,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,1828.0,1853.0
01/01/2020-04/30/2022,By Total,Washington,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,1310.0,1432.0
01/01/2020-04/30/2022,By Total,Washington,Circulatory diseases,Cardiac arrest,I46,All Ages,1004.0,1004.0
01/01/2020-04/30/2022,By Total,Washington,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,1220.0,1255.0
01/01/2020-04/30/2022,By Total,Washington,Circulatory diseases,Heart failure,I50,All Ages,1304.0,1306.0
01/01/2020-04/30/2022,By Total,Washington,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,769.0,818.0
01/01/2020-04/30/2022,By Total,Washington,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,1464.0,1686.0
01/01/2020-04/30/2022,By Total,Washington,Sepsis,Sepsis,A40-A41,All Ages,1304.0,1305.0
01/01/2020-04/30/2022,By Total,Washington,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,714.0,830.0
01/01/2020-04/30/2022,By Total,Washington,Diabetes,Diabetes,E10-E14,All Ages,2047.0,2062.0
01/01/2020-04/30/2022,By Total,Washington,Obesity,Obesity,E65-E68,All Ages,863.0,870.0
01/01/2020-04/30/2022,By Total,Washington,Alzheimer disease,Alzheimer disease,G30,All Ages,713.0,714.0
01/01/2020-04/30/2022,By Total,Washington,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,1002.0,1005.0
01/01/2020-04/30/2022,By Total,Washington,Renal failure,Renal failure,N17-N19,All Ages,1503.0,1597.0
01/01/2020-04/30/2022,By Total,Washington,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,522.0,1059.0
01/01/2020-04/30/2022,By Total,Washington,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,6827.0,11977.0
01/01/2020-04/30/2022,By Total,Washington,COVID-19,COVID-19,U071,All Ages,12008.0,12008.0
01/01/2020-04/30/2022,By Total,West Virginia,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,3410.0,3506.0
01/01/2020-04/30/2022,By Total,West Virginia,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,804.0,836.0
01/01/2020-04/30/2022,By Total,West Virginia,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,717.0,717.0
01/01/2020-04/30/2022,By Total,West Virginia,Respiratory diseases,Respiratory failure,J96,All Ages,2434.0,2523.0
01/01/2020-04/30/2022,By Total,West Virginia,Respiratory diseases,Respiratory arrest,R09.2,All Ages,62.0,62.0
01/01/2020-04/30/2022,By Total,West Virginia,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,358.0,380.0
01/01/2020-04/30/2022,By Total,West Virginia,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,947.0,953.0
01/01/2020-04/30/2022,By Total,West Virginia,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,975.0,1037.0
01/01/2020-04/30/2022,By Total,West Virginia,Circulatory diseases,Cardiac arrest,I46,All Ages,382.0,382.0
01/01/2020-04/30/2022,By Total,West Virginia,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,508.0,509.0
01/01/2020-04/30/2022,By Total,West Virginia,Circulatory diseases,Heart failure,I50,All Ages,574.0,575.0
01/01/2020-04/30/2022,By Total,West Virginia,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,309.0,311.0
